,average_price,last_price,buy_trades_count,sell_trades_count,trades_count_imb,base_volume,quote_volume,mean_gas,mean_gas_price,mean_gas_value
2023-08-01 00:25:00+00:00,1855.0449472301545,1856.5635403144827,4.0,1,0.2,20.975339098404802,38941.096124,204319.4,25.917690675200003,0.005368894250532045
2023-08-01 00:26:00+00:00,1859.6573585798026,1858.7427045309803,1.0,4,0.8,29.051648626408603,53995.311244,246308.0,24.3027656704,0.0060080916856393735
2023-08-01 00:27:00+00:00,1857.6382276085294,1851.5275174201108,4.0,4,0.5,69.97126533184417,129979.455458,308277.375,23.631755008,0.007409196949409792
2023-08-01 00:28:00+00:00,1857.8175324059139,1859.0542079316485,1.0,3,0.75,1.472333113419554,2735.069904,179309.5,21.520128,0.003871869372996608
2023-08-01 00:29:00+00:00,1857.673406349952,1859.2565010087728,2.0,3,0.6,44.038003726612786,81830.456078,199302.4,22.9991235584,0.0047384262862221315
2023-08-01 00:30:00+00:00,1858.0894160937655,1858.8598001735415,1.0,1,0.5,35.85577279361109,66595.671383,379659.5,23.017404415999998,0.009117877183934465
2023-08-01 00:31:00+00:00,1859.8586572428342,1859.256265772739,1.0,3,0.75,31.768409237460876,59054.861443,210554.0,21.422482432,0.00451927058097408
2023-08-01 00:32:00+00:00,1860.857721249898,1857.3473867209475,1.0,1,0.5,6.452733707333155,11989.093611,278005.5,25.90622208,0.007034238511767552
2023-08-01 00:33:00+00:00,1857.230622017713,1857.334664336041,2.0,2,0.5,2.925975558781102,5437.8748510000005,195727.75,20.930747392,0.004140834146669568
2023-08-01 00:34:00+00:00,1859.5200780923253,1862.6919687558964,2.0,6,0.75,29.030863382907462,53989.357837999996,222177.25,20.179372032,0.004517184582477056
2023-08-01 00:35:00+00:00,1861.1862717175793,1859.6743086977574,0.0,2,1.0,0.7442666750762921,1384.230355,251849.5,19.690784768,0.004969458226185216
2023-08-01 00:36:00+00:00,1862.2285276915281,1859.6825434708774,0.0,2,1.0,1.0305157482574672,1920.52806,207429.0,21.080817664,0.004366856772329472
2023-08-01 00:37:00+00:00,1861.790594501752,1864.8635263398683,1.0,2,0.6666666666666666,2.256370363059629,4192.916992,330471.0,22.387797333333335,0.007179926198834517
2023-08-01 00:38:00+00:00,1859.8404799742889,1859.8404799742889,0.0,1,1.0,21.63593934763496,40239.395821,122000.0,18.632282112,0.002273138417664
